customer_experience,NPS,date,primary_category
  We purchased the new Taser 7 CEW's and the ability to train on them and certify is confusing and complex compared to sending someone to instructor school and having them certify the officers on the department.  ,3,3/10/2020,Training
"  Mid year last year (2019) I had to find someone from Axon to speak with to try to determine where this department stood with the Axon contract. I was new to position and needed answers. After quite a bit of trying, we found Jonathan Gadja. While he did come here and explain the situation and our options, and even provide a quote, he acted as if he did not care if we re-signed with Axon or not. Then i did not hear from anyone again and had to use the email that was sent out for a contact. We have now been working with Evan McIntire who seems to have the customer in mind. We are working through some of our issues but still need more time to see how it turns out. If you would have asked this last November, the answer would have been ""0"". We will give Evan a chance.   ",3,3/10/2020,Customer Service
"I would like information on the Taser Master Instructor program. I have heard that it has been streamlined. As an Academy Director it would be extremely beneficial to have a Master Instructor. I have been an Instructor since 2002. My Academy has provided training to over 50 agencies in the last 5 years. I was once told that Master Instructors were required to take multiple hits. I have taken 2 voluntary exposures. While I value the experience of an exposure, I do not feel that repeatedly doing so makes one a better instructor. ",9,3/10/2020,Training
"Every year I log back into the AXON/TASER training site it seems to get more difficult to navigate and figure out which training is available as an instructor/armorer.  Im sure there are reasons things change, but it should get easier not more difficult.  ",8,3/10/2020,Customer Service
Consider needs of single officers in remote areas with no back-up and provide solutions/options for those that work outside of cities etc.  ,9,3/10/2020,Product
Bring Cost Down,10,3/10/2020,Cost
well if you would like to lower the cost that would be great.  ,10,3/10/2020,Cost
Help me develop a comprehensive program at my academy. ,8,3/10/2020,Customer Service
Would like to see the pricing come down for the cartridges for the purpose of doing more live training with deployment.,10,3/10/2020,Cost
You can improve warranty work. Called in a defective unit yesterday morning. I have not heard back yet on getting the replacement.,8,3/10/2020,Product
"  it is very costly to retain evidence on Evidence.com due to the storage fees. We are a small agency and take a hard hit for the storage fees. Otherwise, Axon is a great product.   ",6,3/10/2020,Cost
Fix the CID's.,9,3/10/2020,Product
Better hands on customer service,7,3/10/2020,Customer Service
Better value for unlimited storage for BWC and in-car systems. ,10,3/10/2020,Cost
Several of us feel communicating with a computer through portals or just emails is  not a high customer satisfier.,7,3/10/2020,Customer Service
Lower you prices!  ,9,3/10/2020,Cost
Consistent point of contact during trial and procurement process ,10,3/10/2020,Customer Service
Deploy a version of your RMS we could test. Develop some other data management tools that PDs could use to track things like training or equipment maintenance.,9,3/10/2020,Product
shorten wait time for products,7,3/10/2020,Customer Service
If add on redaction tools were part of the package. ,10,3/10/2020,Product
Easier to use website,9,3/10/2020,Customer Service
"Not hit me with challenging questions like this one... :) Reducing costs (or increasing availability of services or hardware) are always good... Thinking on it more, I think the biggest ""what?"" moment was where I was told we will have to replace our charger/upload hardware in order to upgrade to the next cameras. If so... that's a bit of a drag. I understand hardware changes, but it'd be nice to not have swap out charging banks... a lot of work... but rather deal with the design issue by crafting an insert that allows us to keep using the same ones.  Not sure if that's a ""thing"" but it is the one thing that comes to mind where I was unhappy to hear Axon-related info...  Cheers from Berkeley",10,3/10/2020,Cost
